readingId,readingDate,readingHertz,headPsi,tempCelsius
626,8/2/2010 16:01,2959.631,2959.631,13.71021
627,8/2/2010 17:01,2959.605,2959.605,13.71289
628,8/2/2010 18:01,2959.64,2959.64,13.71509
629,8/2/2010 19:01,2959.631,2959.631,13.72998
630,8/2/2010 20:01,2959.648,2959.648,13.72998
631,8/2/2010 21:01,2959.657,2959.657,13.72461
632,8/2/2010 22:01,2959.631,2959.631,13.7273
633,8/2/2010 23:01,2959.613,2959.613,13.7273
634,8/3/2010 0:01,2959.613,2959.613,13.73218
635,8/3/2010 1:01,2959.613,2959.613,13.73731
636,8/3/2010 2:01,2959.605,2959.605,13.73438
637,8/3/2010 3:01,2959.622,2959.622,13.73462
638,8/3/2010 4:01,2959.605,2959.605,13.72949
639,8/3/2010 5:01,2959.587,2959.587,13.73731
640,8/3/2010 6:01,2959.57,2959.57,13.74439
641,8/3/2010 7:01,2959.57,2959.57,13.74414
642,8/3/2010 8:01,2959.57,2959.57,13.74658
643,8/3/2010 9:01,2959.543,2959.543,13.75171
644,8/3/2010 10:01,2959.561,2959.561,13.75659
645,8/3/2010 11:01,2959.543,2959.543,13.75879
646,8/3/2010 12:01,2959.543,2959.543,13.75879
647,8/3/2010 13:01,2959.552,2959.552,13.75391
648,8/3/2010 14:01,2959.561,2959.561,13.74683
649,8/3/2010 15:01,2959.57,2959.57,13.7395
650,8/3/2010 16:01,2959.605,2959.605,13.72949
651,8/3/2010 17:01,2959.605,2959.605,13.72461
652,8/3/2010 18:01,2959.631,2959.631,13.7273
653,8/3/2010 19:01,2959.648,2959.648,13.73731
654,8/3/2010 20:01,2959.622,2959.622,13.7395
655,8/3/2010 21:01,2959.64,2959.64,13.7395
656,8/3/2010 22:01,2959.631,2959.631,13.74194
657,8/3/2010 23:01,2959.613,2959.613,13.74439
658,8/4/2010 0:01,2959.587,2959.587,13.74927
659,8/4/2010 1:01,2959.587,2959.587,13.7544
660,8/4/2010 2:01,2959.622,2959.622,13.7544
661,8/4/2010 3:01,2959.613,2959.613,13.75391
662,8/4/2010 4:01,2959.605,2959.605,13.75904
663,8/4/2010 5:01,2959.613,2959.613,13.76392
664,8/4/2010 6:01,2959.622,2959.622,13.76392
665,8/4/2010 7:01,2959.596,2959.596,13.76636
666,8/4/2010 8:01,2959.622,2959.622,13.76611
